Price,Open,High,Low,Close,Volume
Ticker,CME,CME,CME,CME,CME
Date,,,,,
2010-01-04,36.0154606201881,36.547478185107636,35.913312533344495,36.43362808227539,2660500
2010-01-05,36.22294341781212,36.63259917366366,35.95799811325776,36.403831481933594,2835000
2010-01-06,36.231449277861685,36.389992678577805,35.972888776862774,36.15696716308594,2522500
2010-01-07,36.11655088734883,36.401709943693675,35.97716171158748,36.2016716003418,2940500
2010-01-08,36.11442062550496,37.24655319808901,35.932469080690396,37.16887664794922,4470500
2010-01-11,37.25399569323203,37.56363027761096,36.837955170130776,37.16142272949219,2242500
2010-01-12,37.112478772450295,37.37955097501977,36.3197697688725,36.408084869384766,2433000
2010-01-13,36.54320720915619,36.65493035820862,35.59302262868652,36.5208625793457,3101000
2010-01-14,36.39000582475885,36.627285227402226,36.17613451536266,36.3634033203125,1585500
2010-01-15,36.363394404608705,36.49746222676693,35.85797941582587,35.883514404296875,2306500
2010-01-19,35.86330556702942,36.295301941171346,35.60793535300011,35.98460388183594,2519000
2010-01-20,35.5068463229961,35.75051043204543,34.922691343368015,35.112091064453125,3049500
2010-01-21,35.18446371814736,35.18446371814736,32.54352517339394,33.093631744384766,9080000
2010-01-22,32.78932095089309,33.83633118310083,32.78825749978798,33.21174240112305,5768500
2010-01-25,33.66925162716595,33.84268940716027,32.61904983578969,32.66480255126953,3680000
2010-01-26,32.05938560189174,32.09343632569534,30.435668577307183,30.452693939208984,6832500
2010-01-27,30.600585789869974,31.44223590096912,30.177099063613078,31.317745208740234,6649000
2010-01-28,31.75931247813264,31.921046233654565,30.7782734116892,30.911277770996094,5256500
2010-01-29,31.241142421171556,31.535880671923614,30.414386487843494,30.518661499023438,3903000
2010-02-01,30.653783291535092,31.138982569407016,30.168584013663168,30.986825942993164,3722000
2010-02-02,30.9634217175671,31.46564641305929,30.655916045484368,31.198572158813477,3470000
2010-02-03,31.100672332966155,31.49330061035936,30.86551993484665,31.081520080566406,3455000
2010-02-04,30.484609492483276,30.484609492483276,28.2767375674476,28.653406143188477,11223000
2010-02-05,28.835358628454838,30.077087697304023,28.835358628454838,29.87811279296875,8544500
2010-02-08,30.32500732915116,31.26454992171855,29.812141919492305,29.822782516479492,7100000
2010-02-09,30.293073668373047,30.62292595726989,29.81532261891903,30.1313419342041,3779500
2010-02-10,29.954716027617973,29.96110079011831,29.35885492157119,29.40460968017578,5282000
2010-02-11,29.840857344633598,30.479278658288656,29.599322197618342,30.332441329956055,5299500
2010-02-12,30.111137401591975,31.025145039393387,29.92173963715578,30.97087860107422,4503000
2010-02-16,31.391157217772133,31.760377443109434,31.123019573254577,31.617795944213867,3283500
2010-02-17,31.7337828632109,31.74442345797521,31.07727460508916,31.184741973876953,2089500
2010-02-18,31.140053886926,31.320939945879395,30.91128616444124,31.036842346191406,2511000
2010-02-19,30.892139046307495,31.760391867889975,30.80382391821832,31.048551559448242,5206000
2010-02-22,30.795305845085753,31.18155154421084,30.415444909116076,30.54206657409668,4063500
2010-02-23,30.584628584352952,30.784666918520738,29.371629052343167,29.428022384643555,4706500
2010-02-24,29.715314105480847,30.993220738132422,29.600398503243756,30.917673110961914,6629500
2010-02-25,30.543133313463976,31.46352360768443,30.518659738390483,31.43585968017578,5392000
2010-02-26,31.459250786795877,32.10086441040039,31.26772421082526,32.10086441040039,5462000
2010-03-01,32.13598187975161,32.23919339553973,31.655038459340332,32.030643463134766,3462000
2010-03-02,32.10726036159792,33.27025123782996,31.929566683488847,32.92763137817383,4407500
2010-03-03,32.974448025040516,33.10638896401145,32.173229306105625,32.544578552246094,3644000
2010-03-04,32.63927048888019,32.90102338872193,32.15407122910378,32.7212028503418,3022500
2010-03-05,32.98509509128803,33.18619689107424,32.80740138675597,32.99892807006836,2115500
2010-03-08,33.13135540785636,33.53505798013231,32.63794160552792,33.442142486572266,5004500
2010-03-09,33.183677304177195,33.21465048437895,32.704148104217005,32.909202575683594,5859500
