Price,Open,High,Low,Close,Volume
Ticker,EA,EA,EA,EA,EA
Date,,,,,
2010-01-04,17.491567897602994,17.734641384542176,17.394338131926617,17.64713478088379,3850500
2010-01-05,17.8026983668107,18.34718421194923,17.724914939577076,18.143001556396484,6632500
2010-01-06,18.094388595777712,18.13327938426209,17.559625881717054,17.676301956176758,5047300
2010-01-07,17.413780979800457,17.56934783202679,17.28738360780525,17.540180206298828,5433200
2010-01-08,17.676303301447767,17.938823098083944,17.530459588151032,17.890207290649414,4055600
2010-01-11,17.95826879093601,18.18189781137486,17.62768869585621,17.763811111450195,6142400
2010-01-12,16.276199089387838,16.665116264769797,16.10118589684011,16.38315200805664,31920900
2010-01-13,16.383154466784713,16.742902212563976,16.266478369408087,16.69428825378418,14347600
2010-01-14,16.62622467109912,16.85957496505274,16.509548596870665,16.704008102416992,9110400
2010-01-15,16.733177855725835,16.810963151428123,16.48038306270748,16.55816650390625,9530400
2010-01-19,16.43176842556451,16.742902212563976,16.412322100251128,16.69428825378418,7651400
2010-01-20,16.519273193961155,16.762346669777838,16.1595254882744,16.733177185058594,8092800
2010-01-21,16.81095757589606,17.083198602548368,16.65538889059101,16.898462295532227,12834900
2010-01-22,16.772067067698934,16.820681013050425,16.237306250819934,16.30536651611328,8718600
2010-01-25,16.431763035816726,16.694282777927853,16.208135931575267,16.36370277404785,7703100
2010-01-26,16.285922502167985,16.490103326958906,16.198415904542333,16.276199340820312,6189100
2010-01-27,16.188689268276455,16.74289636460888,16.188689268276455,16.6553897857666,10947600
2010-01-28,16.635946537112236,16.820681013050425,15.9650633351434,16.30536651611328,12769100
2010-01-29,16.441486521464245,16.616499686343722,15.809495979568533,15.82894229888916,7559700
2010-02-01,16.06229535468172,16.276199340820312,15.867835836735068,16.276199340820312,6576700
2010-02-02,16.266475383548787,16.655392545908846,16.110908518604766,16.597055435180664,8118000
2010-02-03,16.45121026090149,16.84012738850491,16.324812889869058,16.791513442993164,6417200
2010-02-04,16.70400575816295,16.70400575816295,16.35397943910386,16.509546279907227,7194600
2010-02-05,16.383155090135382,16.849855788391736,16.363708764082105,16.781795501708984,10278500
2010-02-08,16.898471549327997,17.365174151809015,16.538723751534626,17.00542449951172,16170700
2010-02-09,15.59559614576346,15.828946475675925,15.265015120843122,15.51781177520752,47398100
2010-02-10,15.595594177610476,15.673377611098417,15.313628072152104,15.498363494873047,13675500
2010-02-11,15.43030077946868,15.751158550873026,15.410855387801112,15.673375129699707,8684100
2010-02-12,15.556700809316792,15.819220580554793,15.478917379450339,15.61503791809082,8433000
2010-02-16,15.692821361113074,16.04284772305718,15.58587030402157,15.858111381530762,7442600
2010-02-17,15.994235330096766,16.19841615808357,15.926173199597732,16.169246673583984,9097200
2010-02-18,16.05257049954167,16.34425789118075,16.04284733921994,16.130353927612305,5232700
2010-02-19,16.08174028963028,16.402597168402064,16.033124487087132,16.285921096801758,8940100
2010-02-22,16.324813425040496,16.480380281181766,15.877557322756939,16.130353927612305,7470800
2010-02-23,16.130354313543208,16.217860904029234,15.770604791044736,15.858111381530762,5673100
2010-02-24,15.955342989653019,16.120633029309225,15.877559550667948,16.06229591369629,3758900
2010-02-25,15.809495573320334,16.120629256442996,15.770602935678482,16.10118293762207,6468700
2010-02-26,15.955342140768707,16.227585089983833,15.92617265726243,16.12063217163086,5745500
2010-03-01,16.266475032601484,16.44148821551345,16.169245280483363,16.402597427368164,5876000
2010-03-02,16.46093569741929,16.577609924584557,16.22758538858535,16.276199340820312,5983900
2010-03-03,16.353982423222238,16.48038166350349,16.295645310901936,16.34425926208496,3319500
2010-03-04,16.324817199557742,16.383154320473242,16.188694778083388,16.353984832763672,4501100
2010-03-05,16.431771655047605,16.723461028565666,16.383157686713268,16.64567756652832,5398600
2010-03-08,16.6553915564125,17.063755016255527,16.63594709032718,16.801237106323242,6267100
2010-03-09,16.791517321047756,17.31655510094574,16.752624672053457,17.092927932739258,13646200
2010-03-10,17.054037200366345,17.452677581492026,17.054037200366345,17.394338607788086,7334200
2010-03-11,17.336000087784665,17.433229848264517,17.21932400430816,17.40406036376953,6244000
2010-03-12,17.42350598481404,17.42350598481404,17.14153987623257,17.27766227722168,4571800
2010-03-15,17.267932681268427,17.42349949199585,17.092919555574404,17.37488555908203,3721700
2010-03-16,17.42350959777832,17.433232760901134,17.160989756973567,17.42350959777832,6721000
2010-03-17,17.442949673592498,17.78325284293325,17.384610715760545,17.637407302856445,5719000
2010-03-18,17.666577133892694,18.220784262820857,17.666577133892694,18.016603469848633,10611700
2010-03-19,18.181901463373716,18.201345937075406,17.74436835126693,17.909658432006836,7823100
2010-03-22,17.870755592674357,18.113828993227344,17.77352771605546,18.04576873779297,4891200
2010-03-23,18.026329944456624,18.181896821376128,17.929100182756066,18.00688362121582,4378000
2010-03-24,17.919373726027192,18.05549425467534,17.831867142038206,18.016603469848633,4998600
2010-03-25,18.162444786039664,18.454132124902102,18.036045579230503,18.04576873779297,4655500
2010-03-26,18.08466813151865,18.35690925501126,17.987438364055475,18.327741622924805,5822200
2010-03-29,18.37635285617389,18.463859448472604,18.094388612269483,18.16244888305664,3019500
2010-03-30,18.123561671794516,18.39580469103961,17.94854843474437,18.269407272338867,4569600
2010-03-31,18.143001556396484,18.211061823413004,18.04577180872866,18.143001556396484,4220500
2010-04-01,18.123558429988286,18.424970886328623,18.074944474838432,18.318017959594727,3481400
2010-04-05,18.424966631717663,18.62914742160275,18.356904513919545,18.570810317993164,2815500
2010-04-06,18.570814634075283,18.687488868410952,18.327741148955198,18.580537796020508,4045000
2010-04-07,18.677763437725766,18.7069329200183,18.395799193577766,18.648595809936523,3707600
2010-04-08,18.580537938958567,18.7361048222719,18.366632083525086,18.658321380615234,3209600
2010-04-09,18.62914889832013,18.95000577536153,18.62914889832013,18.8236083984375,5426800
2010-04-12,18.72637680572579,19.10557075368888,18.72637680572579,18.862497329711914,5170600
2010-04-13,18.881947319206517,18.91111680337516,18.60970436380942,18.784717559814453,3536200
2010-04-14,18.80416372234902,19.241696708633057,18.784717399735644,19.19308090209961,6958600
2010-04-15,19.445876508546,19.455599669340668,18.891669324772966,18.911115646362305,7064200
2010-04-16,19.037511322155037,19.280584756735415,18.843051832689483,19.027788162231445,6340200
2010-04-19,18.940284668231754,19.24169711154029,18.920838345211184,19.163911819458008,4242800
2010-04-20,19.193080846656045,19.484770121503924,19.134743733487827,19.41670799255371,3951600
2010-04-21,19.358365672995276,19.397258307649594,19.008339379117988,19.20279884338379,3946500
2010-04-22,19.056957723008527,19.338921943978693,18.852775072751452,19.290307998657227,3157100
2010-04-23,19.348647718106893,19.504214589557737,19.0277908139266,19.41670799255371,4102400
2010-04-26,19.397260054287333,19.50421110021139,19.23197005112863,19.348644256591797,3012700
2010-04-27,19.358372452041795,19.679229382288206,19.173636081747333,19.222251892089844,6267300
2010-04-28,19.290312843753007,19.368096288505896,19.00834669745902,19.086130142211914,4515100
2010-04-29,19.20280511269637,19.319481200248724,19.07640771780953,19.251419067382812,2975100
2010-04-30,19.26114195691859,19.26114195691859,18.83333396911621,18.83333396911621,3977300
2010-05-03,18.891673088923362,19.19308371560072,18.833335967035023,19.17363739013672,3496200
2010-05-04,18.969450998142154,18.998620477822126,18.386074386064642,18.541641235351562,6700800
2010-05-05,18.852774910232476,19.066680718610513,18.531918052168542,18.765268325805664,10251500
2010-05-06,18.736102369047874,18.755548690541705,16.577608900317976,17.676301956176758,19743400
2010-05-07,17.57906960917727,18.2693990843144,17.015139350594822,17.141536712646484,20256900
2010-05-10,18.006881138435467,18.201338780521397,17.452673984010612,17.734638214111328,11774700
2010-05-11,17.929096916867596,18.59997825593927,17.851313492576544,18.27912139892578,16953600
2010-05-12,17.355444596835852,17.705469101674865,17.063755345882896,17.219322204589844,21366400
2010-05-13,17.151261763468284,17.831868154353277,17.10264781604931,17.588794708251953,10053500
2010-05-14,17.267936967326946,17.394334336977455,16.752620619821986,16.93735694885254,12073400
2010-05-17,16.849851970984076,17.335998885155,16.7331758956016,17.2679386138916,7510800
2010-05-18,17.394338499417806,17.58879803487892,16.927637839715416,17.05403709411621,7304000
2010-05-19,17.063762515914046,17.063762515914046,16.587338579122296,16.64567756652832,6915400
2010-05-20,16.34425942135142,16.470658662864366,15.877558809234497,15.916451454162598,8753800
2010-05-21,15.673383650530146,16.373434821672635,15.624767826802442,16.237314224243164,10463100
2010-05-24,16.14007599000686,16.247027037264143,15.809495979568533,15.82894229888916,6894700
2010-05-25,15.498364064023077,15.828945059364331,15.391412070862454,15.79005241394043,9440600
2010-05-26,15.887281265151582,16.35398185654936,15.760882029250123,15.809497833251953,6246800
2010-05-27,16.091461990464303,16.27619833565456,16.06229436272599,16.256752014160156,3832600
2010-05-28,16.16924455673427,16.20813719764196,15.867834007712428,16.052570343017578,3976800
2010-06-01,15.780328497873478,16.159524354607463,15.615038471733873,15.644207954406738,4917700
2010-06-02,15.75116142222493,15.994234889515418,15.615039019479958,15.916451454162598,5212000
2010-06-03,16.081741181095556,16.324814643775937,15.906727991245146,16.266475677490234,4381700
2010-06-04,15.877560658012492,16.091464666513815,15.333076547143193,15.371968269348145,8270900
2010-06-07,15.371965951289873,15.585870854786613,14.914987588854185,14.934432983398438,8390300
2010-06-08,15.089999596686166,15.119168149848774,14.788588123167267,15.060830116271973,9869700
2010-06-09,15.158061251358284,15.245567846111742,14.7496977606766,14.788589477539062,5147500
2010-06-10,15.070555515286644,15.508087586731717,14.944157196468872,15.47891902923584,5223900
2010-06-11,15.274736141026544,15.916450849173064,15.255289819301654,15.86783504486084,7047800
2010-06-14,16.01368173226154,16.11091150449732,15.653933985843898,15.906730651855469,6737800
2010-06-15,16.081740365274637,16.16924510125741,15.63448425229014,15.858111381530762,6392600
2010-06-16,15.799774665406856,15.848388614883712,15.323350913421137,15.566424369812012,8181300
2010-06-17,15.615039569857156,15.83866857706914,15.556702454912202,15.721992492675781,5267200
2010-06-18,15.712267163148077,15.731713483614373,15.488640041295247,15.585869789123535,4864200
2010-06-21,15.67337827659575,15.858112779908918,15.284460165390774,15.34279727935791,4565600
2010-06-22,15.313628815506595,15.401135414241192,14.86637358761443,14.89554214477539,5334400
2010-06-23,14.905266691729361,15.051110418342432,14.749699802741604,14.866374969482422,5233500
2010-06-24,14.827483280104483,14.914989887167028,14.603856108501805,14.62330150604248,5411100
2010-06-25,14.642744223422339,14.7885879144284,14.428839339662087,14.720527648925781,7173700
2010-06-28,14.79831241031328,14.808034643940182,14.506624074718083,14.671914100646973,5391100
2010-06-29,14.44828612887001,14.59413076122384,14.09826068027381,14.244104385375977,12869800
2010-06-30,14.214935826318174,14.389949014199164,13.971862366373092,14.001030921936035,9358500
2010-07-01,13.942693207514555,14.098260066787816,13.670451203786348,13.93297004699707,8927600
2010-07-02,14.01075542426561,14.321889186062766,13.903803425460776,14.195491790771484,5770700
2010-07-06,14.35105883934127,14.380227398037608,13.923248984620095,14.03020191192627,5367300
2010-07-07,14.020477808244829,14.53579330444336,13.952417533440787,14.53579330444336,3845900
2010-07-08,14.555238792569249,14.642745385015315,14.146875312655363,14.351057052612305,4982700
2010-07-09,14.409395267845644,14.526070424304718,14.33161183020626,14.428841590881348,3065400
2010-07-12,14.370503976492826,14.55524034182034,14.292720536539687,14.399673461914062,2911100
2010-07-13,14.516345925166352,14.7885879144284,14.496899605164705,14.720527648925781,3951300
2010-07-14,14.77886711114156,15.021940586414454,14.730252230636637,14.953880310058594,4127600
