date,port_ret,equity
2022-01-03,-0.0016171839171898795,10246.44108125063
2022-01-04,0.01717723017997467,10422.44655822882
2022-01-05,-0.01936000353715439,10220.667955995707
2022-01-06,0.005121380633215489,10273.011886924069
2022-01-07,-0.003000412023699328,10242.188618538936
2022-01-10,-0.003181045004639871,10209.607755597353
2022-01-11,0.017209933379003672,10385.314424896944
2022-01-12,0.0014213297251588599,10400.075380994169
2022-01-13,-0.006744673383075483,10329.930269389999
2022-01-14,-0.0018763799706473573,10310.547395134334
2022-01-18,-0.01389480849890753,10167.284313560032
2022-01-19,-0.006208685863177343,10104.158839175529
2022-01-20,-0.010831738769006005,9994.713230149035
2022-01-21,-0.013553326650643993,9859.251616961312
2022-01-24,0.012936775392346079,9986.798540666567
2022-01-25,-0.013350458975626922,9853.470196451546
2022-01-26,-0.003710892820126077,9816.905024646208
2022-01-27,-0.006037444383896163,9757.636006537916
2022-01-28,0.01988500944935222,9951.66669073126
2022-01-31,0.03548155446052773,10304.767294391462
2022-02-01,0.006163752163999225,10368.283326101775
2022-02-02,0.008778504354783844,10459.301346431594
2022-02-03,-0.012554870603315149,10327.986171426064
2022-02-04,-0.003918412671771887,10287.516859538064
2022-02-07,-0.0008214589499768388,10279.066086740759
2022-02-08,0.01302777599703826,10412.97945717757
2022-02-09,0.007025604972573274,10486.136937431218
2022-02-10,-0.027778677983343093,10194.845916157079
2022-02-11,-0.015616096068017194,10035.642222931738
2022-02-14,-0.004384687472670535,9991.639068196646
2022-02-15,0.004943276058056889,10041.030498383208
2022-02-16,0.0005706302722850998,10046.760214350525
2022-02-17,-0.014925955875464159,9896.802714699761
2022-02-18,-0.001430707066672332,9882.643289118378
2022-02-22,0.00020678183895490588,9884.686840271435
2022-02-23,-0.018332217241009065,9703.478613756235
2022-02-24,0.011054390327913433,9810.744653891257
2022-02-25,0.028556018079730905,10090.9004556034
2022-02-28,-0.013982666379444064,9949.802761064519
2022-03-01,-0.019263678128130714,9758.132963236985
2022-03-02,0.01736940348552295,9927.625911940831
2022-03-03,0.008109885019320372,10008.137816601497
2022-03-04,-0.014429272165467378,9863.727672176246
2022-03-07,-0.011651213788097258,9748.80327232015
2022-03-08,-0.007152923240785103,9679.07083082373
2022-03-09,0.01636633342798145,9837.481731314041
2022-03-10,-0.005253713035435014,9785.798425306382
2022-03-11,-0.011677752559293009,9671.522292700534
2022-03-14,-0.00022975841507706375,9669.300179067182
2022-03-15,0.021721604790581828,9879.332896158383
2022-03-16,0.015619200727095495,10033.640179713277
2022-03-17,0.013855214881881605,10172.658420450683
2022-03-18,0.004678426751077225,10220.250457734492
2022-03-21,0.004100085019113464,10262.154353527838
2022-03-22,0.007475239714124393,10338.866417303803
2022-03-23,-0.012964155880152761,10204.8317414458
2022-03-24,0.015257690578954796,10360.533906567076
2022-03-25,0.008983383789213617,10453.606558910928
2022-03-28,0.005069091136322823,10506.596843261312
2022-03-29,0.022501798624099588,10743.014169652977
2022-03-30,-0.0029065127878060925,10711.7894615893
2022-03-31,-0.012237813344281877,10580.700581575124
2022-04-01,0.010469206652252394,10691.472122489244
2022-04-04,-0.006270681939916545,10624.42930133963
