RSI,STOCH_K,CCI,CMO,COPP,PPO,MACD,EMA_20,KAMA_10,SMA_20,SMA_50,VAMA_20,TRIMA_20,ICHIMOKU_conv,ICHIMOKU_base,ICHIMOKU_span_a,ICHIMOKU_span_b,BB_upper,OBV,MFI_14,US_Score,Total_Trend,label
68.81722785325368,91.78592013816551,56.77219278549975,37.63445570650735,10.38276045200668,3.0759270028639136,2.5254896089220438,83.12574517161639,85.0134943444207,83.35413513183593,77.06452941894531,83.36755473189359,79.28010585784912,84.79011018322166,81.22099913116809,83.00555465719486,77.01646977514703,87.64153207181926,121734637.0,59.00441428533349,0.0,0.8924642406998843,0
75.96270849066882,93.54218954920978,71.82403989507972,51.92541698133763,10.686735163233385,2.568433934341054,1.954502133717554,76.90425663926001,78.34556681326728,76.79170227050781,72.34333351135254,76.46372544378465,74.202664604187,77.9266431143075,75.79080871451971,76.85872591441361,71.1348210765897,80.66219853628716,152281100.0,64.55462557178134,0.0,9.503680255329193,0
75.55148572648753,89.87723712493744,57.256480700139285,51.10297145297507,8.191271634871363,2.2404269659791276,2.2880740136677957,103.07191558259984,104.74045656783487,103.18848724365235,97.50033340454101,103.02313290095177,99.72540113449097,104.82711774716604,102.03191634930121,103.42951704823363,97.17760806968741,107.12587458935664,1598552803.0,67.9599482036111,0.0,5.324351597946763,0
71.34288987868271,83.91628502287757,34.93431594302246,42.68577975736543,9.30320307574685,2.040094269219666,2.8552406015231497,141.02368490246846,143.25190332624527,141.16903915405274,135.28088958740236,141.29823609202052,134.76327205657958,143.0463700052912,136.8103468057231,139.92835840550714,135.97141232556075,148.63559036145102,1464768100.0,72.54662906415138,0.0,3.4202251403713024,0
70.94287549436612,80.86464930558537,63.909517557914896,41.885750988732255,7.456552213070944,2.0050786571531805,6.6298755982780335,333.4111988703235,338.26124329382753,333.30290069580076,316.40895385742186,333.09902450489574,324.9563807678222,333.50085389383605,332.5159775824014,333.00841573811874,312.367148935483,345.9885656757994,732380700.0,61.71215868222149,0.0,8.207480839586037,0
83.22790490096673,84.59647361043405,58.850357283807135,66.45580980193346,18.921850998443585,3.5234553836835927,6.814233349319181,196.10749444258124,201.24264034073954,195.25895614624022,180.69031188964843,195.93473299040224,184.9202379989624,202.78029404957834,191.56199616004685,197.17114510481258,181.56309016004815,212.76018799453388,53007200.0,84.54517565555027,0.0,2.7711436039326762,0
43.96107115881687,33.03997588842918,-43.4698100586518,-12.07785768236625,-4.708020784835439,0.11172553269078553,0.6691420186099322,600.2767506223054,598.9160962884655,603.568002319336,587.1378015136719,601.321567884872,607.6148754882813,599.6650085449219,606.0450134277344,602.8550109863281,570.4050140380859,628.8621420207326,243173400.0,37.81950687035795,1.0,18.382714823810378,0
63.53809670801886,50.39597712799109,39.54814087993974,27.076193416037736,19.993900987867537,3.1775534242481904,1.7842475768135415,56.81552553259945,58.217099141600755,56.62122001647949,53.152659225463864,56.41771200546942,53.19867855072022,58.72317690329497,55.80886519821494,57.26602105075496,54.62297258756118,62.6516666764475,-25622800.0,54.054074349004395,1.0,0.019023634640932662,0
78.84558711157302,84.03509253316611,96.27958754421417,57.69117422314606,28.006142614083068,5.403471449350733,7.224436374099298,136.53226340884805,142.13491668779037,134.97449989318847,121.11019989013671,135.19474550277153,125.58922485351562,143.20999908447266,133.71000289916992,138.4600009918213,122.08500289916992,154.4962740844732,5809451500.0,89.00804182053943,0.0,17.02078217146737,0
60.44621537790642,58.40337706412696,34.56651734175667,20.892430755812835,11.800917701545467,3.4758922755380737,0.5776070898996615,16.868551041470376,17.265004399663518,16.96236619949341,15.399429397583008,16.95767472095775,16.031628012657166,17.125706163320196,16.682291621256987,16.90399889228859,15.131144430786533,18.07210774442315,592851400.0,54.548724990577625,1.0,1.2146445969965396,0
60.093079487716665,93.16766654345882,71.19468770768943,20.18615897543333,4.24893661570797,1.2249085568800904,2.5279322853401993,207.294984354692,209.39296477434445,207.3040008544922,203.2953466796875,208.5585029490607,202.23497291564942,208.52999877929688,203.81500244140625,206.17250061035156,203.81500244140625,215.72122473684206,38385857.0,66.87335853031504,0.0,6.673219914471398,0
71.66092050863402,71.70556930419885,56.31823238541184,43.321841017268056,19.93109390787263,3.3992030123856627,4.91352928671202,146.46484018603476,150.21707681781996,145.66205368041992,135.73737731933593,146.10244729679226,138.0514686965942,151.53296285485465,143.79637838943853,147.6646706221466,138.23437861177158,159.5286056934593,5675400.0,65.24499032821666,0.0,0.5756543707531189,0
49.75658824907184,54.17563498894685,21.138998988859875,-0.48682350185632,-2.200232182151435,0.21191653788808965,0.1659478921018831,78.42751870317304,78.47454859543333,78.66773872375488,77.54048934936523,78.55785337091619,78.63595769882201,78.09398455269496,78.83632563476661,78.46515509373079,76.71389166066308,80.5419760244413,511397600.0,54.9101391076629,0.0,3.0322024424921974,0
81.55944009402113,86.13135070760443,39.97826157645425,63.11888018804225,16.51597550847358,3.9880616954324646,5.181742230500561,132.09449911933507,135.79682948125355,132.24614181518555,119.03767883300782,132.13252187664727,124.1759167098999,136.75775857634295,130.17805414358452,133.46790635996373,117.05796245329684,142.4415114882392,382350578.0,78.81099727090432,0.0,4.211428637779267,0
75.65580534647022,92.26657170366191,98.71167350879612,51.311610692940434,6.239803355368115,0.3097507403720698,0.7931846648693863,256.06219456198795,257.27357486153767,254.11233978271486,256.79554077148435,253.55466755962297,253.71243167877196,256.73291787025295,253.47323655584898,255.10307721305097,258.1114002867968,262.95119429749275,231215932.0,62.44400607791232,0.0,3.503593084807197,0
74.14213681119195,65.01544184947888,22.211807436041052,48.284273622383886,6.758095571448486,1.5836898311616259,1.8473915974429929,117.4760151647836,118.69971288223064,117.54100074768067,112.38740020751953,117.658139077231,114.99432558059691,119.13500213623047,116.7750015258789,117.95500183105469,110.875,121.73685688179637,255359400.0,70.31319426717442,0.0,1.5154091475712215,0
72.1227571579236,65.43406585319184,41.53247443869945,44.24551431584719,19.48617272236401,2.8058272218217146,1.0728912225317302,38.65704293422961,39.46641435292479,38.30400009155274,35.89479999542236,37.489671619227494,37.035875139236445,39.614999771118164,36.61000061035156,38.11250019073486,35.98500061035156,42.48059298050788,142533200.0,39.93303415719006,1.0,2.065568880870586,0
66.56160190375425,72.65711012296502,48.87123050862488,33.123203807508524,38.71064446273733,3.917704986842118,5.248307765284977,135.51300122088537,140.30279166177218,132.34910774230957,126.12714233398438,130.54623278971013,123.03039407730103,142.44248630555512,127.9863933999348,135.21443985274496,136.6391829784405,156.9427347434387,157576800.0,69.95628779592738,1.0,2.1079770633707278,0
61.60196382333017,61.54291642834086,22.849114107620153,23.203927646660354,16.17478493465882,4.535002909373163,4.900826206497115,110.13026815402753,113.5578870690301,111.31781616210938,97.65223037719727,111.14775241453907,101.63574350357055,114.69726409495797,105.9324974124567,110.31488075370734,100.47727386660887,120.38676110699076,62075300.0,47.017686687433475,1.0,1.6064835174344738,0
80.47820948610688,92.43913559531654,82.70583743305413,60.956418972213754,48.77259279643789,5.997317694842639,14.880381471820385,252.7842673882853,266.10164746375335,246.3919990539551,225.68600006103514,246.55565136263505,222.50987400054933,266.3000030517578,245.31500244140625,255.80750274658203,227.6699981689453,297.54147318245003,61510500.0,82.50222586325822,1.0,13.02251725496428,0
