date,port_ret,equity
2010-12-31,0.0,10000.0
2011-01-03,0.011277727936098481,10112.777279360986
2011-01-04,-0.008545780800677184,10026.355701445498
2011-01-05,0.010952412743159712,10136.168487397461
2011-01-06,-0.005162755743016323,10083.837925326969
2011-01-07,0.004502491932292185,10129.240324232296
2011-01-10,-0.004403078785189118,10084.640481050586
2011-01-11,0.0023266145435004494,10108.10355225977
2011-01-12,0.011023071171874543,10219.52589712901
2011-01-13,-0.002353736686893715,10195.471824102277
2011-01-14,0.0005832235193900081,10201.418063061372
2011-01-18,0.003862964543158165,10240.825779328912
2011-01-19,-0.0033093523757260603,10206.935278206694
2011-01-20,0.005303850088783635,10261.07133278822
2011-01-21,0.0024577300544057048,10286.290276193215
2011-01-24,0.009308619214305624,10382.041435502115
2011-01-25,0.0018752680405580645,10401.51054600186
2011-01-26,0.005897498979506454,10462.853443832231
2011-01-27,0.0033592839787796812,10498.001139778416
2011-01-28,-0.023480331153443657,10251.50459656719
2011-01-31,0.011441363041353281,10368.79578237662
2011-02-01,0.0082207089208735,10454.034634363517
2011-02-02,-0.0020191269415736346,10432.92661138513
2011-02-03,-0.001147125465584975,10420.95873558863
2011-02-04,0.006480217323746129,10488.488812917036
2011-02-07,0.007247420832700258,10564.503305243314
2011-02-08,0.005130967589156344,10618.709429298053
2011-02-09,-0.005189247908757999,10563.606313598359
2011-02-10,-0.013907636906314292,10416.691512567584
2011-02-11,0.010045734385539462,10521.33482867894
2011-02-14,-0.0035794321724237576,10483.674424296325
2011-02-15,-0.0010365253447232382,10472.807830049715
2011-02-16,0.0038891768589833786,10513.538431910925
2011-02-17,0.0012807305179943884,10527.00344143278
2011-02-18,-0.002070042414476547,10505.212097811675
2011-02-22,-0.029540707480304285,10194.880700211666
2011-02-23,-0.016618766611877566,10025.454357218912
2011-02-24,0.002130471800167899,10046.813305010839
2011-02-25,0.009320323589593327,10140.452856057773
2011-02-28,0.0012378206455235575,10153.00491795796
2011-03-01,-0.012615307751589245,10024.92163631452
2011-03-02,0.0009799076527092555,10034.745133743756
2011-03-03,0.02324059102909415,10267.958541478285
2011-03-04,-0.005894073755305651,10207.438436518392
2011-03-07,-0.007880673862409282,10126.99694322957
2011-03-08,0.00977091841105553,10225.947004110874
2011-03-09,-0.0037081292342586946,10188.02787107695
2011-03-10,-0.022109362830056444,9962.777066352583
2011-03-11,0.0045940249274650565,10008.546312542181
2011-03-14,-0.011234352879294751,9896.106771458319
2011-03-15,-0.008254741670130983,9814.416966519897
2011-03-16,-0.019767515423767923,9620.410327758926
2011-03-17,0.004469185988967272,9663.405730803861
2011-03-18,0.018458046983426436,9841.77332780295
2011-03-21,0.01900381503888352,10028.804567779134
2011-03-22,-0.005184652460874084,9976.808701497173
2011-03-23,0.0010317585307780043,9987.102358984885
2011-03-24,0.007628788035507372,10063.291845970496
2011-03-25,0.006532929066480064,10129.03461777551
2011-03-28,-3.4011820985413445e-05,10128.690110863334
2011-03-29,0.005469790081583182,10184.091919571165
2011-03-30,0.009914584009643845,10285.06295446969
